주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
228-1-000067,문예회관 주변,공영,노상,경기도 용인시 처인구 중부대로1408번길 일원,경기도 용인시 처인구 김량장동 384 일원,163,1,미시행,평일+토요일+공휴일,24:00,24:00,24:00,24:00,24:00,24:00,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.227738,127.2013567,2017-11-20
228-1-000069,양지천 노상주차장,공영,노상,경기도 용인시 처인구 금학로 일원,경기도 용인시 처인구 마평동 950 일원,62,1,미시행,평일+토요일+공휴일,24:00,24:00,24:00,24:00,24:00,24:00,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.1947915,127.268207,2017-11-20
228-1-000070,오성웨딩홀 주변,공영,노상,경기도 용인시 처인구 금령로39번길 일원,경기도 용인시 처인구 김량장동 382 일원,68,1,미시행,평일+토요일+공휴일,24:00,24:00,24:00,24:00,24:00,24:00,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.227738,127.2013567,2017-11-20
228-1-000080,용인시청 주변,공영,노상,경기도 용인시 처인구 중부대로1161번길 일원,경기도 용인시 처인구 삼가동 559 일원,120,1,미시행,평일+토요일+공휴일,24:00,24:00,24:00,24:00,24:00,24:00,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2433188,127.1772227,2017-11-20
228-1-000086,구성동 주민센터 앞,공영,노상,경기도 용인시 기흥구 구성로63번길 일원,경기도 용인시 기흥구 언남동 342-26 일원,26,1,미시행,평일+토요일+공휴일,24:00,24:00,24:00,24:00,24:00,24:00,무료,0,0,0,0,0,0,0,,,용인시 기흥구청,031-324-6351,37.2960375,127.1187428,2017-11-20
228-1-000089,기흥중학교 주변,공영,노상,경기도 용인시 기흥구 신갈로138번길 일원,경기도 용인시 기흥구 신갈동 82 일원,120,1,미시행,평일+토요일+공휴일,24:00,24:00,24:00,24:00,24:00,24:00,무료,0,0,0,0,0,0,0,,,용인시 기흥구청,031-324-6351,37.285772,127.1021053,2017-11-20
228-1-000093,한신아파트 주변,공영,노상,경기도 용인시 기흥구 신갈로96번길 일원,경기도 용인시 기흥구 신갈동 17-15 일원,132,1,미시행,평일+토요일+공휴일,24:00,24:00,24:00,24:00,24:00,24:00,무료,0,0,0,0,0,0,0,,,용인시 기흥구청,031-324-6351,37.2759651,127.1064108,2017-11-20
228-1-000096,신갈1리 소공원 주변,공영,노상,경기도 용인시 기흥구 상갈로23번길 일원,경기도 용인시 기흥구 상갈동 102-1 일원,4,1,미시행,평일+토요일+공휴일,24:00,24:00,24:00,24:00,24:00,24:00,무료,0,0,0,0,0,0,0,,,용인시 기흥구청,031-324-6351,37.2684059,127.1059382,2017-11-20
228-3-000001,처인구청,공영,부설,경기도 용인시 처인구 금령로 50(김량장동),경기도 용인시 처인구 김량장동 286,104,1,요일제,평일,09:00,19:00,09:00,19:00,09:00,19:00,유료,30,600,15,300,24,8000,80000,신용카드(무인),최초 60분 이후 30분까지 600원,용인시 용인도시공사(위탁),031-338-6581,37.2344685,127.2015096,2017-11-20
229-2-000030,문산자유시장 공영주차장,공영,노외,경기도 파주시 문산로 45,경기도 파주시 문산리 8-2,123,1,미시행,평일+토요일+공휴일,09:00,18:00,00:00,24:00,00:00,24:00,유료,30,500,30,500,,,,"""현금, 신용카드""","""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.8577162,126.7842308,2017-11-12
229-2-000022,금촌2-16공영 주차장,공영,노외,경기도 파주시 동산8길 25,경기도 파주시 금촌동 938-18,13,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7586165,126.7722329,2017-11-12
229-2-000032,법원1공영 주차장,공영,노외,,경기도 파주시 법원리 431-1,305,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.847355,126.8761087,2017-11-12
229-2-000033,법원2공영 주차장,공영,노외,,경기도 파주시 법원리 438-1,49,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.8498867,126.8761726,2017-11-12
229-2-000034,법원3공영 주차장,공영,노외,경기도 파주시 법원읍 술이홀로907번길 135,경기도 파주시 법원리 674-1,81,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.8529382,126.8736903,2017-11-12
229-2-000035,법원1 임시공영 주차장,공영,노외,,경기도 파주시 법원리 442-1,20,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.8488899,126.8791965,2017-11-12
229-2-000036,하천부지 주차장,공영,노외,,경기도 파주시 법원리 431-14,10,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.8466397,126.8812795,2017-11-12
229-2-000037,가야1공영 주차장,공영,노외,,경기도 파주시 가야리 380-2,33,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.8493889,126.866084,2017-11-12
229-2-000038,가야2공영 주차장,공영,노외,,경기도 파주시 가야리 380-27,26,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.848498,126.8669719,2017-11-12
229-2-000040,광탄2공영 주차장,공영,노외,경기도 파주시 혜음로1128번길 16,경기도 파주시 신산리 232,118,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.7830849,126.8486678,2017-11-12
229-2-000041,월롱2공영 주차장,공영,노외,경기도 파주시 통일로 988,경기도 파주시 위전리 168,72,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.7969713,126.7922328,2017-11-12
229-2-000043,한태말 공영 주차장,공영,노외,,경기도 파주시 영태리 642-1,18,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7808095,126.7879311,2017-11-12
229-2-000029,문산5공영 주차장,공영,노외,,경기도 파주시 선유리 447-3,17,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.8647169,126.8048704,2017-11-12
229-2-000046,야당역 환승 주차장,공영,노외,,경기도 파주시 야당동 1087,51,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7142052,126.7616304,2017-11-12
229-2-000047,문산고가다리 공영주차장,공영,노외,경기도 파주시 문산읍 문향로84번길 23,경기도 파주시 문산읍 선유리 957-31,40,기타,미시행,평일,00:00,18:00,00:00,24:00,00:00,24:00,유료,30,500,30,500,,,80000,현금,"""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.859471,126.7875096,2017-11-12
229-2-000048,통일동산 공영주차장,공영,노외,,경기도 파주시 탄현면 성동리 646,1248,기타,미시행,평일+토요일+공휴일,00:00,24:00,09:00,18:00,09:00,18:00,유료,30,500,30,500,,,80000,현금,"""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.7784492,126.6844958,2017-11-12
229-2-000049,적성마지 공영주차장,공영,노외,,경기도 파주시 적성면 마지리 36-98,52,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.9571793,126.9169057,2017-11-12
229-2-000025,운정역환승 주차장,공영,노외,경기도 파주시 소리천로 155,경기도 파주시 와동동 823-194,378,2,미시행,평일+토요일+공휴일,09:00,22:00,00:00,24:00,00:00,24:00,유료,30,500,30,200,,3000,35000,"""현금, 신용카드""","""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.7260982,126.7662652,2017-11-12
229-2-000050,적성구읍 공영주차장,공영,노외,,경기도 파주시 적성면 구읍리 588-5,31,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.9560928,126.9219931,2017-11-12
229-2-000044,영태리 공영 주차장,공영,노외,,경기도 파주시 영태리 572-2,15,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7781704,126.7883133,2017-11-12
229-2-000045,법원6 공영 주차장,공영,노외,경기도 파주시 술이홀로895번길 14,경기도 파주시 법원리 679-15,34,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.8510551,126.8735573,2017-11-12
229-2-000015,금촌2-1공영 주차장,공영,노외,경기도 파주시 새꽃로 105,경기도 파주시 금촌동 511-2,64,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7595365,126.7682355,2017-11-12
229-2-000021,금촌7공영 주차장,공영,노외,경기도 파주시 금정5길 22,경기도 파주시 금촌동 951-7,15,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7567576,126.7753706,2017-11-12
229-2-000026,문산1공영 주차장,공영,노외,경기도 파주시 문향로 49번길 25,경기도 파주시 문산리 37-5,58,1,미시행,평일,09:00,18:00,00:00,24:00,00:00,24:00,유료,60,0,30,500,,8000,40000,현금,"""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시청 도시경관과,031-940-4784,37.8557967,126.7840092,2017-11-12
229-2-000001,파주시청 주차장,공영,노외,경기도 파주시 시청로 50,경기도 파주시 아동동 215,354,1,미시행,평일,09:00,18:00,00:00,24:00,00:00,24:00,유료,60,1000,20,500,,7000,100000,"""현금, 신용카드""","""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.7594512,126.7799811,2017-11-12
229-2-000002,금촌역 주차장,공영,노외,경기도 파주시 평화로 69,경기도 파주시 금촌동 329-1,10,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.763755,126.7692662,2017-11-12
229-2-000003,금촌1공영 주차장,공영,노외,경기도 파주시 번영로 55,경기도 파주시 금촌동 971,33,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.7560378,126.7667032,2017-11-12
229-2-000004,금촌2공영 주차장,공영,노외,경기도 파주시 금빛로 42,경기도 파주시 금촌동 987-1,318,1,미시행,평일+토요일+공휴일,09:00,22:00,00:00,24:00,00:00,24:00,유료,30,500,30,500,,,110000,"""현금, 신용카드""","""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.7523726,126.7675432,2017-11-12
229-2-000006,금촌4공영 주차장,공영,노외,경기도 파주시 쇠재2길 14,경기도 파주시 금릉동 432-3,16,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.7527544,126.7785147,2017-11-12
229-2-000007,금촌8공영 주차장,공영,노외,경기도 파주시 동산길 49,경기도 파주시 금촌동 936-21,15,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.7595602,126.7710724,2017-11-12
229-2-000008,금촌통일시장1 공영주차장,공영,노외,경기도 파주시 명동길 51,경기도 파주시 금촌동 323-4,32,1,미시행,평일,09:00,18:00,00:00,24:00,00:00,24:00,유료,30,500,30,500,,,80000,현금,"""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.7631141,126.7731836,2017-11-12
229-2-000010,금촌1-4공영 주차장,공영,노외,경기도 파주시 한마음2길 25,경기도 파주시 아동동 251-1,22,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7562819,126.7716841,2017-11-12
229-2-000011,금촌1-6공영 주차장,공영,노외,경기도 파주시 경의로 1815-3,경기도 파주시 금촌동 20-11,92,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7683362,126.7760956,2017-11-12
229-2-000012,금촌1-8공영 주차장,공영,노외,경기도 파주시 아동로 51,경기도 파주시 아동동 358-3,24,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7664775,126.7793698,2017-11-12
229-2-000013,금촌1-9공영 주차장,공영,노외,경기도 파주시 평화로 458,경기도 파주시 맥금동 110-2,30,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7725619,126.7334061,2017-11-12
229-2-000014,금촌1-10공영 주차장,공영,노외,경기도 파주시 경의로 1828,경기도 파주시 아동동 299-46,15,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7681415,126.7779007,2017-11-12
229-2-000017,금촌2-8공영 주차장,공영,노외,경기도 파주시 새꽃로 1,경기도 파주시 금촌동 1025,200,1,미시행,평일,09:00,18:00,00:00,24:00,00:00,24:00,유료,30,500,30,500,,,110000,"""현금, 신용카드""","""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.7503374,126.7680376,2017-11-12
229-2-000019,금촌2-15공영 주차장,공영,노외,경기도 파주시 후곡로 77,경기도 파주시 금촌동 1017,40,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7507559,126.7746515,2017-11-12
229-2-000020,금촌5공영 주차장,공영,노외,경기도 파주시 금정7길 20,경기도 파주시 금촌동 948-21,20,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.7576483,126.7747097,2017-11-12
229-2-000023,금촌2-17공영 주차장,공영,노외,경기도 파주시 문화로 42,경기도 파주시 금촌동 771-2,54,1,미시행,평일,09:00,18:00,00:00,24:00,00:00,24:00,유료,30,500,30,500,,,110000,"""현금, 신용카드""","""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.7584553,126.7774308,2017-11-12
229-2-000005,금촌3공영 주차장,공영,노외,경기도 파주시 금빛로 12,경기도 파주시 금촌동 990-5,60,1,미시행,평일+토요일+공휴일,09:00,22:00,00:00,24:00,00:00,24:00,유료,30,500,30,500,,,110000,"""현금, 신용카드""","""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시 시설관리공단,031-950-1975,37.7510384,126.7671503,2017-11-12
229-2-000024,금촌통일시장2 공영 주차장,공영,노외,경기도 파주시 금정28길 7,경기도 파주시 금촌동 329-12,130,1,미시행,평일,09:00,18:00,00:00,24:00,00:00,24:00,유료,60,1000,30,500,,8000,50000,"""현금, 신용카드""","""경차, 장애인 차량 50퍼센트 할인""",경기도 파주시청 도시경관과,031-940-4784,37.7636171,126.772433,2017-11-12
229-2-000027,문산2공영 주차장,공영,노외,,경기도 파주시 문산리 31-9,36,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시청 도시경관과,031-940-4784,37.8544081,126.7833656,2017-11-12
229-2-000028,문산4공영 주차장,공영,노외,,경기도 파주시 내포리 69-5,80,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경기도 파주시 시설관리공단,031-950-1975,37.8547702,126.7795126,2017-11-12
237-2-000001,시민회관 주차장,공영,노외,경기도 여주시 세종로 33,경기도 여주시 홍문동 72-4,29,1,미시행,평일+토요일,10:00,19:00,10:00,15:00,00:00,00:00,유료,30,500,10,200,5,6000,60000,현금+신용카드,"""경차, 장애인 차량 50프로 할인""",여주도시관리공단,031-880-4008,37.294551,127.6367796,2017-04-01
237-2-000002,창동공영주차장,공영,노외,경기도 여주시 세종로 40번길 25,경기도 여주시 창동 138-7,212,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,5,6000,60000,현금+신용카드,"""경차, 장애인 차량 50프로 할인""",여주도시관리공단,031-880-4008,37.2952438,127.6334133,2017-04-01
237-2-000003,상동공영주차장,공영,노외,경기도 여주시 청심로 221,경기도 여주시 상동 141-1,40,1,미시행,평일+토요일,10:00,19:00,10:00,15:00,10:00,19:00,무료,0,0,,,,,,,,여주시청 교통행정과,031-887-2623,37.295634,127.6446382,2017-04-01
237-2-000004,한글시장주차장,공영,노외,경기도 여주시 여흥로 105번길 24,경기도 여주시 창동 35-2,185,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,5,6000,,현금+신용카드,"""경차, 장애인 차량 50프로 할인""",여주도시관리공단,031-880-4008,37.2976922,127.6355315,2017-04-01
237-2-000005,능서주차장,공영,노외,경기도 여주시 능서면 번도1길2-6,경기도 여주시 능서면 번도리 499-3,15,1,미시행,평일+토요일,10:00,19:00,10:00,15:00,10:00,19:00,무료,0,0,,,,,,,,여주시청 교통행정과,031-887-2623,37.299469,127.5731197,2017-04-01
237-2-000006,가남주차장,공영,노외,경기도 여주시 가남읍 태평중앙2길 21-1,경기도 여주시 가남읍 태평리 163-10,60,1,미시행,평일+토요일,10:00,19:00,10:00,15:00,10:00,19:00,무료,0,0,,,,,,,,여주시청 교통행정과,031-887-2623,37.2033396,127.5442351,2017-04-01
237-2-000007,북내주차장,공영,노외,경기도 여주시 북내면 여양2로 278,경기도 여주시 북내면 당우리 192-1,43,1,미시행,평일+토요일,10:00,19:00,10:00,15:00,10:00,19:00,무료,0,0,,,,,,,,여주시청 교통행정과,031-887-2623,37.3277409,127.6810723,2017-04-01
237-2-000008,여주역공영주차장,공영,노외,경기도 여주시 교동로 66,경기도 여주시 교동 498-63,50,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,여주시청 교통행정과,031-887-2623,37.2833624,127.629469,2017-04-01
227-1-000019,검단산로(창우동작평마을),공영,노상,경기도 하남시 검단산로,경기도 하남시 창우동 536,38,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5832,37.536429,127.228682,2017-11-10
227-1-000010,(구)국도43번호선공영주차장,공영,노상,경기도 하남시 신장로,경기도 하남시 천현동 100-6,77,2,미시행,평일+토요일+공휴일,18:00,09:00,18:00,09:00,18:00,09:00,혼합,0,0,0,0,0,0,30000,현금,"""경차, 장애인, 유공자등 50퍼센트할인,월야간:20000원,거주자우선주차장""",경기도 하남도시공사,031-791-9581,37.534042,127.213594,2017-11-10
227-1-000022,신장동로 140번길 주변,공영,노상,경기도 하남시 신장동로 140번길,경기도 하남시 신장동 69,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5650,37.543299,127.220237,2017-11-10
227-2-000025,남한산성등산로,공영,노외,경기도 하남시 고골로,경기도 하남시 항동 488-11,75,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5650,37.496144,127.190002,2017-11-10
227-2-000012,덕풍동 공영주차장,공영,노외,경기도 하남시 덕풍동로,경기도 하남시 덕풍동 828,78,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,600,10,200,5,6000,50000,현금,"""경차, 장애인, 유공자등 50퍼센트할인,월주간:40000원,월야간:30000원""",경기도 하남도시공사,031-791-9581,37.546148,127.202388,2017-11-10
227-1-000013,신장동 566번지 앞공영주차장,공영,노상,경기도 하남시 하남대로784번길,경기도 하남시 신장동 566,25,2,미시행,평일+토요일+공휴일,18:00,09:00,18:00,09:00,18:00,09:00,혼합,0,0,0,0,0,0,30000,현금,"""경차, 장애인, 유공자등 50퍼센트할인,월야간:20000원,거주자우선주차장""",경기도 하남도시공사,031-791-9581,37.542275,127.212657,2017-11-10
227-2-000014,초이동 공영주차장,공영,노외,경기도 하남시 초이로,경기도 하남시 초이동 78-4,28,2,미시행,평일+토요일+공휴일,18:00,09:00,18:00,09:00,18:00,09:00,혼합,0,0,0,0,0,0,30000,현금,"""경차, 장애인, 유공자등 50퍼센트할인,월야간:20000원""",경기도 하남도시공사,031-791-9581,37.544331,127.171234,2017-11-10
227-1-000019,동일하이빌아파트 이면도로,공영,노상,경기도 하남시 더우개로,경기도 하남시 신장동 101-16,18,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5650,37.541434,127.219179,2017-11-10
227-2-000015,덕풍공원 제2공영주차장,공영,노외,경기도 하남시 덕풍공원로 100,경기도 하남시 덕풍동 산56-3,199,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,400,10,100,7,4000,40000,현금,"""경차, 장애인, 유공자등 50퍼센트할인,월주간:30000원,월야간:20000원""",경기도 하남도시공사,031-791-9581,37.536234,127.199885,2017-11-10
227-1-000017,역말중앙길,공영,노상,경기도 하남시 역말로,경기도 하남시 덕풍동 524-5,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5650,37.532843,127.200226,2017-11-10
227-1-000018,대명아파트 이면도로,공영,노상,경기도 하남시 신장동로 140번길,경기도 하남시 신장동 73-4,13,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5650,37.542958,127.222004,2017-11-10
227-1-000006,현충탑 진입로,공영,노상,경기도 하남시 검단산로250번길,경기도 하남시 창우동 272-16,95,3,미시행,평일+토요일+공휴일,07:00,17:00,07:00,17:00,07:00,17:00,혼합,0,0,0,0,0,2000,40000,현금,경차  장애인  유공자등 50프로할인 월주간:30000원 월야간:20000원,경기도 하남도시공사,031-791-9581,37.535104,127.230025,2017-11-10
227-2-000002,덕풍공원 제1공영주차장,공영,노외,경기도 하남시 덕풍공원로 80,경기도 하남시 덕풍동 산51-2,129,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,400,10,100,7,4000,40000,현금,경차  장애인  유공자등 50프로할인 월주간:30000원 월야간:20000원,경기도 하남도시공사,031-791-9581,37.536705,127.200076,2017-11-10
227-2-000003,덕풍어린이공원 공영주차장,공영,노외,경기도 하남시 덕풍공원로 40-1,경기도 하남시 덕풍동 361-2,47,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,400,10,100,7,4000,40000,현금,경차  장애인  유공자등 50프로할인 월주간:30000원 월야간:20000원,경기도 하남도시공사,031-791-9581,37.539912,127.197425,2017-11-10
227-1-000004,덕풍동 거주자우선주차장(중3류10호),공영,노상,경기도 하남시 덕풍공원로,경기도 하남시 덕풍동 370-142,133,2,미시행,평일+토요일+공휴일,18:00,09:00,18:00,09:00,18:00,09:00,혼합,0,0,0,0,0,0,30000,현금,경차  장애인  유공자등 50프로할인 월야간:20000원,경기도 하남도시공사,031-791-9581,37.537279,127.198602,2017-11-10
227-1-000005,검단산로(창우동안말),공영,노상,경기도 하남시 검단산로,경기도 하남시 창우동 산2-2,18,3,미시행,평일+토요일+공휴일,07:00,18:00,09:00,18:00,09:00,17:00,혼합,0,0,0,0,0,2000,40000,현금,경차  장애인  유공자등 50프로할인 월주간:30000원 월야간:20000원,경기도 하남도시공사,031-791-9581,37.539413,127.233747,2017-11-10
227-2-000007,덕풍2동 주민센터(거주자우선주차장),공영,노외,경기도 하남시 덕풍공원로 12,경기도 하남시 덕풍동 693,18,2,미시행,평일+토요일+공휴일,18:00,09:00,18:00,09:00,18:00,09:00,혼합,0,0,0,0,0,0,30000,현금,경차  장애인  유공자등 50프로할인 월야간:20000원,경기도 하남도시공사,031-791-9581,37.542247,127.198104,2017-11-10
227-1-000011,시립테니스장 주변 공영주차장,공영,노상,경기도 하남시 하남대로776번길,경기도 하남시 신장동 537,71,2,미시행,평일+토요일+공휴일,18:00,09:00,18:00,09:00,18:00,09:00,혼합,0,0,0,0,0,0,30000,현금,"""경차, 장애인, 유공자등 50퍼센트할인,월야간:20000원,거주자우선주차장""",경기도 하남도시공사,031-791-9581,37.5400055,127.2118095,2017-11-10
227-2-000016,덕풍1동 주민센터,공영,노외,경기도 하남시 덕풍공원로 110,경기도 하남시 덕풍동 435-205,18,2,미시행,평일+토요일+공휴일,18:30,08:30,18:30,08:30,18:30,08:30,혼합,0,0,0,0,0,0,30000,현금,"""경차, 장애인, 유공자등 50퍼센트할인,월야간:20000원""",경기도 하남도시공사,031-791-9581,37.535074,127.198592,2017-11-10
227-1-000020,하남프라자 주변,공영,노상,경기도 하남시 덕풍동로,경기도 하남시 덕풍동 745,63,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5650,37.546148,127.202388,2017-11-10
227-1-000023,에코1단지 주변,공영,노상,경기도 하남시 하남대로802번길,경기도 하남시 신장동 567-1,46,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5650,37.541094,127.208844,2017-11-10
227-1-000024,라인아파트 옆,공영,노상,경기도 하남시 신장로228번길,경기도 하남시 덕풍동 335-13,5,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,,경기도 하남시청,031-790-5650,37.543871,127.200683,2017-11-10
