"index","station_nm","lon","lat","user","var_n1","var_n2","var_n3","var_n4","var_n5","var_n6","var_n7","var_n8","var_n9","var_n10","var_n11","var_n12","var_n13","var_n14","var_n15","var_n16","var_n17"
1,"샛강",126.928873,37.516737,10402,128,94,122,33,58,41,43,7,2,0,0,1,1,1,2,0,2087.4887877691
1,"서강대",126.935389,37.552132,4519,687,280,402,87,164,93,79,90,6,0,0,0,0,0,1,0,2279.55838875011
1,"서대문",126.96665,37.56577,34990,459,197,274,41,68,75,63,12,9,0,0,2,8,4,4,9,1990.15431004146
1,"서동탄",127.051893,37.195675,3105,52,37,82,4,26,10,21,0,0,59,0,0,1,0,0,17,1201.39744878514
1,"서빙고",126.988358,37.51961,4576,17,26,44,3,5,7,14,1,2,0,0,0,0,0,1,0,3417.33660488198
1,"서울",126.9696195,37.5536067,175689,390,208,378,43,72,74,62,47,6,0,1,1,1,10,2,3,2101.92286531304
1,"서울대입구",126.952712,37.48121,104566,624,404,561,98,156,110,141,36,5,359,0,0,8,1,4,141,1743.00737775573
1,"서울숲",127.0445665,37.5431275,12749,240,113,154,25,61,25,53,5,5,0,3,1,3,2,12,0,2316.40302356398
1,"서정리",127.053294,37.057003,10625,189,147,219,22,38,31,53,15,1,212,0,0,2,3,1,43,948.635300087128
1,"서초",127.007688,37.49184,45508,383,227,192,71,83,58,108,5,2,0,0,0,3,2,0,0,2841.81644994789
1,"서현",127.123249,37.384931,53658,126,86,117,40,64,65,52,13,2,14,0,0,5,5,12,19,2493.13120981071
1,"석계",127.0657675,37.6150815,50411,256,136,254,44,66,45,14,4,2,0,1,0,1,3,2,27,1364.02698909592
1,"석수",126.902233,37.435161,22376,51,63,87,10,36,11,15,0,0,3,0,0,6,2,1,14,1408.37322179155
1,"석촌",127.106981,37.505438,18499,417,254,284,88,168,95,95,2,3,1,1,0,12,8,0,0,2038.54302717307
1,"선릉",127.048941,37.504479,126094,598,458,512,150,248,133,285,33,3,0,0,1,6,4,31,51,3167.73997341476
1,"선바위",127.002164,37.451854,16587,38,27,69,4,6,2,10,0,0,0,0,0,1,11,0,19,2976.35221880369
1,"선유도",126.89391,37.537855,13257,243,165,195,39,53,33,45,13,6,0,0,0,1,1,2,0,1904.59088122741
1,"선정릉",127.0438167,37.5102747,29188,502,458,486,96,112,77,186,14,3,0,0,0,2,2,17,42,3514.40407312317
1,"성균관대",126.97086,37.300344,31894,263,151,209,44,86,39,57,2,5,0,0,0,3,4,1,60,1243.15220528869
1,"성수",127.055957,37.544603,52516,273,211,263,35,36,42,42,9,7,0,3,0,13,6,16,0,2197.52138355631
1,"성신여대입구",127.016544,37.59272,52476,582,285,488,60,140,93,68,23,9,0,0,0,0,1,3,50,1694.86476513557
1,"성환",127.126936,36.916675,9866,221,99,179,19,26,45,19,5,3,0,0,0,0,2,0,0,555.328861822691
1,"세류",127.0137721,37.2441023,8353,95,76,104,19,19,6,21,23,3,0,0,0,5,2,1,13,1154.88049133439
1,"세마",127.043279,37.187288,5019,40,18,31,1,13,1,8,2,1,0,0,1,5,2,3,21,1049.49912557766
1,"소래포구",126.733533,37.400963,11002,183,111,180,33,64,24,49,15,5,0,0,0,0,0,2,0,1113.00030253283
1,"소사",126.795654,37.482755,26259,263,169,357,31,39,35,32,34,3,0,0,1,2,6,8,67,1070.61001995578
1,"소요산",127.060681,37.947099,8854,47,15,38,2,1,0,3,3,1,4,0,1,0,1,0,7,412.193560509962
1,"송내",126.753045,37.487626,66600,221,166,251,68,64,40,64,8,5,0,0,0,8,12,2,50,1176.05705942293
1,"송도",126.654485,37.429714,6177,152,92,151,16,40,20,21,0,4,0,0,0,0,0,7,0,941.595853976736
1,"송정",126.791535,35.137559,19580,274,146,304,34,36,32,23,34,1,0,0,0,0,0,7,3,633.304892077475
1,"송탄",127.054377,37.075533,9826,393,220,582,46,40,64,55,50,5,403,1,0,3,14,0,76,850.884769246103
1,"송파",127.112201,37.499739,10741,251,176,212,58,135,67,48,1,7,0,1,0,8,3,0,0,2118.52156012371
1,"수내",127.114216,37.378435,27312,126,101,151,32,63,44,44,3,2,12,0,0,4,5,7,19,2506.11907079125
1,"수락산",127.055293,37.677881,28456,201,109,161,32,59,23,23,3,5,0,2,0,0,2,4,0,1360.76867775573
1,"수리산",126.925537,37.350297,8568,21,22,31,2,41,11,16,0,8,0,0,0,11,3,0,44,1334.64514676672
1,"수색",126.895681,37.580855,4671,286,94,122,21,28,30,20,5,2,0,0,0,1,1,2,0,1765.37163259101
1,"수서",127.1013245,37.4874685,42153,50,29,30,11,24,17,14,1,4,0,0,0,3,1,4,12,2639.21033314801
1,"수원",126.9994077,37.2664398,110452,308,203,308,79,72,43,55,102,1,0,0,0,2,1,5,55,970.604506460369
1,"수원시청",127.030736,37.261941,22011,521,271,409,148,86,71,120,109,1,0,0,0,6,4,5,19,1262.63367899682
1,"수유",127.0247325,37.6371095,91194,638,249,405,156,53,86,39,56,0,0,0,0,11,7,19,0,1282.6870741954
1,"수진",127.1410201,37.4376114,9985,696,599,1037,160,155,115,132,256,9,10,0,0,3,30,12,75,1283.42499369712
1,"숙대입구",126.971987,37.545097,35114,472,255,362,60,74,56,54,28,6,0,0,0,0,0,3,0,2077.4506947134
1,"숭실대입구",126.953504,37.496374,31634,166,78,109,21,53,31,28,1,4,14,0,0,2,0,6,7,1786.57695988433
1,"시청",126.9768616,37.5657037,102094,648,223,395,49,58,116,73,34,4,3,1,4,10,29,18,19,2011.65289612182
1,"신갈",127.111311,37.286127,8968,105,63,89,16,58,19,33,2,6,0,0,0,13,2,0,1,1196.27902098247
1,"신금호",127.020794,37.554468,11410,232,174,292,27,84,54,49,9,7,0,3,0,11,4,11,2,2225.76309353957
1,"신길",126.9164095,37.517346,26056,258,151,293,48,44,33,34,48,5,0,1,0,2,6,3,0,1734.61614429454
1,"신길온천",126.767306,37.337488,3426,44,41,70,7,11,1,11,0,1,11,0,0,2,0,0,27,978.535629742744
1,"신내",127.1032958,37.6126681,1478,38,34,39,3,16,7,3,0,1,0,0,0,4,0,0,0,1411.54759540614
1,"신논현",127.02538,37.504724,57866,686,425,412,126,148,130,129,22,2,0,0,0,7,4,15,36,3048.66553462544
1,"신답",127.04701,37.569889,2870,182,138,285,24,66,45,40,14,5,0,2,0,2,3,4,0,1884.76429711507
1,"신당",127.019468,37.565671,47597,548,236,698,72,61,69,90,35,7,0,2,0,10,12,6,14,1979.19812642293
1,"신대방",126.913282,37.487519,55295,328,260,311,64,84,77,57,13,3,131,0,0,4,4,5,86,1823.38857040511
1,"신대방삼거리",126.928189,37.499717,31290,297,247,360,54,147,86,62,5,6,4,1,0,4,3,8,0,1676.20223496873
1,"신도림",126.891336,37.508562,133056,247,116,199,51,96,31,47,10,2,0,1,0,4,2,3,1,1964.38841399995
1,"신림",126.9383251,37.4626176,144376,102,64,69,9,50,7,8,0,3,56,0,0,5,0,0,45,1450.11124494087
1,"신목동",126.883077,37.544267,7601,38,32,43,1,16,3,10,2,1,0,0,0,3,1,1,0,1997.45890418546
1,"신반포",126.996017,37.503487,6850,135,95,111,25,63,41,40,6,8,0,0,0,7,1,1,0,3610.56792688305
1,"신방화",126.8168089,37.5669701,15734,288,178,215,32,93,32,39,4,5,48,0,0,2,2,2,47,1865.1260624153
1,"신사",127.0202619,37.5164064,65468,639,422,465,107,121,109,109,19,1,0,0,0,8,2,24,41,3496.52636385546
1,"신설동",127.0248495,37.575326,40113,439,241,466,64,83,60,76,56,4,0,0,0,4,2,1,51,1768.04770010653
1,"신용산",126.967886,37.529187,27398,193,85,148,16,14,20,42,13,2,0,0,0,0,0,1,1,2697.88567364761
1,"신원",127.372745,37.52592,511,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1032.76527137665
1,"신이문",127.067347,37.601829,18644,194,166,264,26,67,41,36,12,2,0,0,0,1,0,0,7,1510.88684533877
1,"신정",126.856164,37.524977,26170,444,386,597,92,160,76,78,9,5,1,0,0,13,9,6,13,1440.80306972259
1,"신정네거리",126.852796,37.520209,21267,316,274,381,63,108,58,58,9,7,1,0,0,10,4,4,0,1419.41818222124
1,"신중동",126.77596,37.503052,28441,352,219,309,123,107,97,92,3,8,0,1,0,7,7,4,52,1433.47289245983
1,"신창",126.950129,36.769213,4375,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,603.86908620679
1,"신촌",126.942308,37.559768,105671,636,255,359,79,87,81,50,57,5,0,0,0,0,0,0,0,2114.01988980224
1,"신풍",126.908969,37.50013,22847,247,140,263,36,62,38,22,19,6,0,0,0,5,3,4,0,1814.78397317545
1,"신흥",127.147493,37.440949,10846,706,582,970,159,155,117,122,319,6,8,2,0,3,26,15,76,1415.45797105129
1,"쌍문",127.0304855,37.6522545,63364,242,200,327,30,112,61,41,3,12,0,0,0,1,12,3,0,1266.53414564251
1,"쌍용",127.120118,36.792905,5376,319,164,267,47,115,47,64,0,3,0,0,0,0,2,0,0,820.529635782601
1,"아산",127.104708,36.793231,5057,20,10,18,5,6,7,8,0,0,0,0,0,0,0,1,1,917.976948428024
1,"아신",127.443096,37.513498,1802,17,1,10,1,1,0,13,3,0,0,0,1,0,0,0,6,849.47872601237
1,"아차산",127.089107,37.552404,29437,328,314,530,80,157,79,93,14,3,0,0,0,3,0,8,0,1661.15062880138
1,"아현",126.956083,37.557382,19950,265,164,369,16,64,56,54,9,9,0,0,0,0,0,0,0,2144.16738757377
1,"안국",126.985472,37.576556,56000,864,196,585,44,80,57,46,90,6,0,0,19,4,6,48,54,1829.52432045847
1,"안산",126.788748,37.327006,34407,288,158,241,97,23,24,41,7,1,16,0,0,6,3,1,49,1080.71189437944
1,"안암",127.0213534,37.5858384,27828,420,238,369,41,71,58,64,9,5,0,0,0,3,2,1,45,1669.07057697935
1,"안양",126.9220496,37.4026846,57364,519,308,506,148,144,111,82,57,6,17,1,0,3,7,6,79,1215.57380751924
1,"암사",127.127519,37.550148,32964,391,326,428,80,152,63,121,13,4,0,1,0,6,0,9,1,1662.35689483789
1,"압구정",127.0302926,37.531684,73851,127,87,107,20,56,88,21,1,4,0,0,0,4,4,12,19,3536.37965723638
1,"압구정로데오",127.040555,37.527385,30723,490,393,439,42,61,153,54,3,3,1,0,4,2,2,30,45,3467.38259633363
1,"애오개",126.956739,37.55359,13767,317,173,353,24,56,65,63,11,8,0,0,0,0,0,0,0,2441.02919691591
1,"야당",126.7615354,37.7127491,5809,50,28,116,1,21,1,20,0,2,0,0,0,3,1,0,27,1236.06058055504
1,"야탑",127.128661,37.41132,57562,254,156,195,66,91,47,72,4,4,21,0,0,10,7,11,30,2245.73392227256
1,"약수",127.010444,37.554431,35796,285,226,354,49,78,84,54,11,8,0,3,0,5,21,3,12,2006.47079721051
1,"양수",127.328948,37.545998,4337,41,10,19,1,3,1,11,2,3,0,1,0,2,0,3,12,1226.13012424114
1,"양원",127.108067,37.606639,4032,81,71,101,5,27,9,10,6,8,0,1,0,2,0,0,0,1316.34972988055
1,"양재",127.034369,37.484102,84534,390,221,276,73,101,89,114,7,4,0,1,2,10,1,3,14,2626.91071122543
1,"양정",127.194602,37.604269,1654,8,12,45,0,0,1,1,0,0,0,0,0,0,1,0,0,1211.40533490011
1,"양주",127.044782,37.773956,17786,7,5,10,0,0,0,0,0,0,13,0,0,0,0,0,4,921.55874158726
1,"양천구청",126.865633,37.512322,14723,57,46,54,11,50,22,9,0,5,0,0,0,9,10,9,0,1890.364054184
1,"양천향교",126.841909,37.568105,14761,90,70,81,16,32,13,19,0,5,36,0,1,2,1,1,31,1744.58374051437
1,"양평",127.492149,37.492778,20244,299,167,294,47,60,44,39,15,3,0,0,0,4,6,8,100,832.516885848965
1,"어린이대공원",127.074593,37.547905,33281,383,212,282,85,96,36,61,40,4,0,1,2,0,4,21,0,1877.30143080482
1,"언주",127.0344101,37.5073091,14519,609,519,581,103,101,107,185,28,0,0,0,0,3,1,10,59,2754.76391079761
1,"여의나루",126.93281,37.527141,24120,37,19,29,3,5,11,15,0,4,0,0,0,1,1,0,0,2367.93850288918
1,"여의도",126.9243115,37.5215695,84914,99,74,83,20,23,37,35,2,2,0,1,1,1,0,0,0,2110.76435700221
1,"역곡",126.8116223,37.4851398,60055,350,266,408,75,118,84,86,19,5,0,0,0,3,10,9,95,1178.82339087103
1,"역삼",127.036087,37.500326,94049,796,506,573,139,185,122,245,54,0,0,2,0,4,3,23,27,2573.41534905994
1,"역촌",126.9211966,37.607751,8364,406,277,385,41,118,62,48,12,7,0,0,0,10,2,13,0,1215.49392840294
1,"연수",126.678473,37.41736,9252,598,264,416,146,129,60,68,7,5,0,0,0,0,2,8,0,977.52852267047
1,"연신내",126.920842,37.618812,82309,618,299,507,107,167,117,73,25,9,0,0,0,9,3,25,0,1277.73587430264
1,"염창",126.874839,37.546965,30750,174,139,168,37,78,41,56,10,3,12,1,0,3,2,6,13,1756.36716155224
1,"영등포",126.9071288,37.5154133,106285,572,262,578,105,96,89,71,101,2,0,0,0,5,6,3,1,1813.10766008059
1,"영등포구청",126.8959946,37.5248203,49474,604,299,500,64,96,70,85,23,2,0,0,0,3,6,9,0,1948.60178403668
1,"영등포시장",126.9049865,37.521638,17185,708,400,910,109,113,110,98,103,2,0,0,0,3,6,2,0,1920.42340570738
1,"영통",127.07134,37.251521,18069,264,125,162,51,113,46,58,14,5,0,1,0,10,5,4,21,1332.59618233566
1,"오금",127.128354,37.5022335,20351,199,188,224,33,89,36,48,0,5,0,0,0,11,1,0,0,2107.47581290998
1,"오류동",126.844551,37.4944,23413,201,170,264,41,89,46,43,24,1,0,0,0,0,1,1,0,1262.34970079354
1,"오리",127.108985,37.339832,27341,99,83,102,26,59,28,49,2,1,9,1,0,4,3,6,12,1822.94762179555
1,"오목교",126.87505,37.524553,52025,251,162,203,44,136,60,47,2,5,0,0,0,3,5,3,0,2274.96470914733
1,"오빈",127.474053,37.50606,705,14,8,19,1,1,0,6,0,0,0,0,0,6,0,0,5,845.897532619765
1,"오산",127.067125,37.14581,20391,368,246,461,60,49,83,36,77,2,0,0,0,1,8,5,38,840.372292184426
1,"오산대",127.0600685,37.1703135,5894,99,32,56,7,25,3,13,0,2,0,0,0,11,3,0,37,923.969803416513
1,"오이도",126.738626,37.362241,16842,36,25,43,7,40,6,18,0,4,0,0,0,4,4,2,14,992.851907520323
1,"옥수",127.018698,37.540514,20827,93,88,96,10,51,23,43,2,4,0,2,0,2,3,2,0,3024.78936377635
1,"온수",126.8236345,37.4921505,35876,85,66,95,10,25,8,22,1,7,0,0,0,4,2,3,11,1230.34617463471
1,"온양온천",127.0037072,36.7804187,10451,668,292,561,72,93,92,41,79,3,0,0,0,0,0,7,0,659.747534729178
1,"올림픽공원",127.13109,37.516628,14258,16,9,12,2,13,4,4,0,7,0,0,0,0,0,0,0,2045.44995685632
1,"왕십리",127.035505,37.5611284,84486,541,260,362,79,111,86,83,45,6,0,5,0,4,10,26,0,2006.10560777456
1,"외대앞",127.059615,37.595518,24590,440,204,273,55,68,66,42,16,3,0,0,0,0,0,0,0,1559.68407669802
1,"용답",127.050835,37.56217,5154,229,154,257,30,46,45,30,10,5,0,4,1,2,4,9,0,1740.82326874571
1,"용두",127.038653,37.573927,4665,274,153,357,33,42,113,42,25,4,0,0,1,1,6,4,0,1821.90443681249
1,"용마산",127.086818,37.573793,12548,207,158,255,27,64,21,22,9,3,0,1,0,2,3,4,0,1532.12321645504
1,"용문",127.594471,37.482468,6825,162,80,144,16,26,24,20,8,1,0,1,0,1,0,2,28,751.724567175574
1,"용산",126.9654442,37.5384272,79474,464,286,631,68,76,58,73,13,7,0,0,0,0,1,3,0,2234.86767927512
1,"우장산",126.836334,37.548783,31594,204,181,211,33,163,61,54,0,11,49,2,0,1,4,5,58,1492.91872826097
1,"운길산",127.310089,37.554659,2490,15,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1306.77903889166
1,"운서",126.493844,37.492764,10944,59,38,45,12,22,7,22,13,0,0,0,0,4,4,0,0,1006.22580306877
1,"운정",126.767152,37.725402,9372,58,39,76,11,11,6,22,0,0,1,0,0,5,1,0,38,1212.67565431833
1,"원당",126.843006,37.653328,24202,172,126,177,49,67,41,43,4,1,33,1,0,8,3,0,27,1043.85854655555
1,"원덕",127.547468,37.468585,863,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,6,752.19510799005
1,"원인재",126.6871295,37.412757,9345,175,64,103,35,53,19,20,1,5,0,0,0,0,1,2,0,986.675295524715
1,"원흥",126.873239,37.650709,11535,57,9,15,1,1,0,7,0,0,11,0,0,4,0,0,19,1340.99741964103
1,"월계",127.058835,37.633114,11653,82,45,71,15,32,21,11,1,9,0,1,0,0,1,7,0,1564.2449691984
1,"월곡",127.04153,37.601925,25132,228,125,201,29,63,40,40,12,1,0,1,0,5,0,1,46,1739.27544120634
1,"월곶",126.742693,37.391813,5118,98,40,67,36,41,14,29,33,3,1,1,0,0,5,3,9,1129.81038593708
1,"월드컵경기장",126.899058,37.569656,16116,67,61,60,7,44,10,19,0,3,0,0,0,0,0,0,0,1871.84639471843
1,"월롱",126.792602,37.795549,4839,29,12,15,2,0,1,10,1,0,0,0,0,0,1,0,4,706.521965981486
1,"을지로3가",126.9917735,37.566286,58976,1110,741,1217,136,107,116,110,107,1,0,0,1,6,24,21,39,1638.62635188192
1,"을지로4가",126.9978305,37.5670145,36059,933,802,1547,89,73,128,99,67,2,0,0,0,3,24,19,32,1648.49687735606
1,"을지로입구",126.982662,37.566056,102838,951,329,556,109,106,151,94,78,0,3,1,2,9,28,31,20,1913.39915003247
1,"응봉",127.0348241,37.5504328,3827,39,35,58,3,34,11,13,0,5,0,1,0,7,2,3,0,2267.50645490361
1,"응암",126.915592,37.598472,35021,389,262,322,51,145,80,41,4,4,0,0,0,10,3,20,0,1391.02781759078
1,"의왕",126.948099,37.320648,16899,207,98,206,33,69,32,35,5,2,30,0,0,3,14,0,56,1249.96061705767
1,"의정부",127.0458908,37.7387295,49671,900,577,931,217,157,152,137,134,2,0,0,0,2,6,7,105,974.669257884546
1,"이대",126.945857,37.556761,45201,474,289,381,47,82,72,69,48,9,0,0,0,0,0,0,0,2335.73338402527
1,"이매",127.128272,37.395846,10893,60,55,76,9,51,19,24,0,6,17,0,0,5,0,2,21,2499.73452005312
1,"이촌",126.9738155,37.5224761,28585,64,39,62,8,42,28,29,0,4,0,0,0,0,0,1,0,2900.32092601664
1,"이태원",126.994579,37.534533,35310,686,228,539,50,41,38,60,27,3,0,0,0,0,0,2,0,2673.98726720477
1,"인덕원",126.976384,37.400807,50406,280,147,209,71,59,48,60,16,3,17,0,0,8,10,2,51,1669.61089856819
1,"인천",126.616936,37.476364,9225,194,63,119,9,10,8,7,10,2,0,0,6,1,0,8,1,805.728725134808
1,"인천국제공항",126.4524015,37.4475135,26825,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,987.469242664679
1,"인천논현",126.722495,37.400641,11875,184,81,146,23,65,31,39,2,7,0,0,0,0,2,1,0,1109.91985283681
1,"일산",126.77004,37.681997,18670,275,180,292,54,137,56,43,18,5,124,0,0,3,4,0,40,1316.61685868146
1,"일원",127.084032,37.483869,18970,38,16,16,17,21,13,9,1,5,0,0,1,6,3,5,6,3657.86440508887
1,"잠실",127.1001336,37.5132612,191377,79,44,49,11,21,32,22,3,4,0,1,3,5,7,1,0,2854.80884542394
1,"잠실나루",127.103822,37.520661,35118,33,27,28,5,13,25,17,0,5,0,1,1,8,4,0,0,2469.86875108075
1,"잠실새내",127.085585,37.511624,53231,341,156,176,97,106,61,59,23,8,0,0,0,6,1,0,0,2873.02823879984
1,"잠원",127.011611,37.51296,11269,188,139,142,44,73,34,52,8,3,0,0,0,9,1,2,0,3822.15301722229
1,"장승배기",126.939191,37.504905,21345,277,218,324,46,149,74,84,12,5,0,1,0,7,1,13,0,2014.20394289579
1,"장암",127.052276,37.699655,3667,24,17,57,1,7,0,5,0,0,0,0,0,1,1,0,8,1190.28982042172
1,"장지",127.126274,37.477699,28651,92,60,75,18,49,18,32,0,3,0,1,0,9,0,0,0,2228.9305973102
1,"장한평",127.064657,37.561472,37066,256,319,438,44,55,37,57,18,1,0,0,0,2,9,7,0,1463.02759424464
1,"정발산",126.7732889,37.6596496,19282,101,89,98,74,56,55,62,9,1,122,1,0,2,5,0,35,1488.02168233357
1,"정부과천청사",126.9898051,37.426119,24199,51,47,64,20,49,30,19,2,3,0,0,0,1,21,10,36,2151.29129774142
1,"정왕",126.742844,37.351816,19589,231,156,229,45,30,16,71,0,2,0,0,0,7,8,4,52,977.064600267287
1,"정자",127.108265,37.366766,34621,196,158,213,43,79,52,62,7,5,13,0,0,2,6,10,18,2475.43487793027
1,"제기동",127.034895,37.578162,39037,365,174,555,40,79,227,69,30,3,0,0,0,0,0,0,0,1770.26300152402
1,"제물포",126.657165,37.466809,19144,231,190,281,40,69,36,36,23,7,0,0,1,2,9,2,0,691.863039940949
1,"종각",126.983099,37.570169,91385,958,234,462,106,123,116,71,88,1,3,1,9,8,25,61,48,1871.49695626698
1,"종로3가",126.9912475,37.5715,117585,1004,339,1000,98,124,85,82,111,2,0,0,4,3,18,45,67,1740.70924565939
1,"종로5가",127.001921,37.570988,54276,732,357,1166,62,55,139,66,56,1,0,0,1,3,13,21,61,1623.87851178238
1,"종합운동장",127.073774,37.511051,43435,104,40,42,22,20,23,20,11,4,0,0,0,1,3,1,1,3619.61877368956
1,"주안",126.6807024,37.4650414,56657,526,308,451,146,131,73,135,76,2,0,0,1,5,11,6,2,781.955043740877
1,"주엽",126.7611005,37.670186,19434,87,79,106,30,106,58,54,2,6,124,0,0,8,1,0,37,1419.25842422735
1,"죽전",127.1264906,37.3290605,36767,112,67,110,35,81,26,44,2,5,0,1,1,11,0,0,0,1705.11055409373
1,"중계",127.063907,37.645494,30885,56,51,51,13,66,32,23,0,14,0,0,0,0,3,18,0,1693.04292726835
1,"중곡",127.084086,37.565535,19968,373,291,502,60,116,70,69,11,8,0,1,0,0,2,8,0,1568.04429951528
1,"중동",126.764474,37.486664,19955,295,218,404,42,89,67,63,3,8,0,1,0,11,5,2,84,1182.16042378646
1,"중랑",127.076152,37.594948,11909,455,285,471,96,72,51,50,21,2,0,1,0,5,3,3,0,1404.12960054054
1,"중앙",126.838532,37.316055,36015,202,175,221,80,117,66,78,30,4,32,0,0,4,11,0,27,1349.83109017927
1,"중화",127.079285,37.602572,22898,405,289,482,63,113,61,47,7,7,0,0,0,4,3,2,0,1380.4083844697
1,"증미",126.860606,37.558129,14388,158,129,137,19,64,27,49,1,8,36,0,0,2,2,4,37,1692.63946486678
1,"증산",126.909686,37.583933,20631,257,164,194,34,81,51,21,3,3,0,0,0,4,1,10,0,1388.28169992404
1,"지제",127.070269,37.018822,2031,6,16,38,0,1,1,7,0,0,16,0,0,0,0,0,2,886.225003940985
1,"지축",126.913746,37.648114,2721,6,8,19,0,7,1,1,0,0,3,0,0,7,0,0,1,2001.20139115073
1,"지행",127.055734,37.892361,14807,158,115,146,27,84,23,45,5,6,24,1,0,12,3,2,55,600.971633772535
1,"직산",127.143774,36.870921,2100,11,14,34,0,0,2,2,3,0,0,0,0,0,0,0,0,704.382121530544
1,"진위",127.062342,37.109771,3197,17,21,28,1,2,4,4,1,2,27,0,0,0,0,0,12,803.202625867116
1,"창동",127.047574,37.653454,62770,127,77,125,24,96,41,25,3,6,0,1,0,0,5,4,0,1472.14271248403
1,"창신",127.015281,37.579361,6302,247,188,285,23,80,42,43,17,6,0,0,0,8,0,4,117,1564.28943043247
1,"천마산",127.2857308,37.6589954,2471,51,29,101,2,12,3,13,1,1,0,0,0,0,1,0,0,775.585371675771
1,"천안",127.146561,36.809084,17414,390,260,488,83,39,51,31,116,4,0,0,0,0,9,5,1,611.992263346925
1,"천왕",126.838681,37.486686,15866,76,67,97,8,53,15,27,0,5,0,0,1,4,1,1,0,1364.93180293694
1,"천호",127.1256452,37.5439937,83370,450,290,366,76,92,82,94,55,4,0,1,0,7,6,9,0,1660.92104153118
1,"철산",126.8682506,37.4759465,49392,191,140,194,62,117,57,58,9,5,0,1,0,4,9,4,27,1743.3310763957
1,"청구",127.0131005,37.5591145,15869,469,303,542,75,104,99,86,23,7,0,3,0,3,11,6,8,1999.34519495691
1,"청담",127.051937,37.51912,45184,242,235,263,40,95,93,80,8,3,1,1,0,3,3,11,40,3634.17331902861
1,"청라국제도시",126.6245342,37.5563477,9215,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.74128597838
1,"청량리",127.048958,37.581381,92843,428,187,434,51,72,58,38,54,2,0,0,0,0,1,0,1,1753.78379465875
1,"청명",127.0790738,37.2595832,8096,86,51,83,13,67,21,23,1,7,0,1,0,7,2,3,13,1329.24315552189
1,"청평",127.4204344,37.7382231,5003,142,69,112,9,28,27,27,19,2,4,1,0,0,3,3,28,648.213760773151
1,"초지",126.806151,37.320583,8852,20,18,34,6,7,5,6,0,0,13,0,0,3,1,0,12,1350.48499668559
1,"총신대입구",126.981876,37.486491,81550,522,406,523,68,152,100,122,10,7,0,0,0,5,1,7,0,2598.90012701843
1,"춘의",126.787079,37.50371,16226,268,223,368,44,32,26,34,2,5,0,0,0,2,4,0,54,1297.84266388565
1,"춘천",127.7169845,37.8849671,4714,33,26,47,2,9,1,3,4,1,0,0,0,3,3,2,0,681.064677552411
1,"충무로",126.9935287,37.5609739,67600,753,651,641,79,58,74,72,62,4,0,0,0,5,21,4,6,1785.72509987902
1,"충정로",126.963672,37.560055,33525,414,195,363,38,66,65,57,23,6,0,1,1,3,5,0,2,1989.4464486141
1,"탄현",126.761161,37.693882,15139,135,126,225,44,73,40,37,7,4,88,0,0,8,4,0,26,1099.67392714813
1,"태릉입구",127.0750345,37.6179085,28975,349,249,284,51,76,66,42,10,2,0,0,0,1,1,14,1,1373.66980528363
1,"태평",127.128035,37.439854,29010,450,397,561,99,137,89,104,77,7,1,0,0,4,24,12,69,1334.55810222485
1,"퇴계원",127.143858,37.648316,6589,132,87,146,11,66,27,25,6,3,0,1,0,4,4,4,2,1131.01465453597
1,"파주",126.792426,37.81539,2861,8,5,11,0,0,0,3,0,0,0,0,0,0,0,0,3,703.605552372451
1,"팔당",127.243813,37.547376,1734,25,5,11,0,0,1,1,0,0,0,0,1,1,1,0,0,1422.51040010114
1,"평내호평",127.244452,37.653229,11425,271,120,193,24,68,26,52,3,2,0,0,0,5,2,5,0,1057.76679372738
1,"평촌",126.96388,37.394346,31184,98,80,114,33,57,32,49,12,4,15,1,0,7,5,5,20,1740.34116132546
1,"평택",127.084981,36.991145,28909,589,303,654,94,64,118,70,58,2,601,0,0,7,10,0,82,811.673596979484
1,"풍산",126.786355,37.672173,8997,255,119,205,20,54,9,28,1,3,76,0,0,2,0,0,23,1322.50101149724
1,"하계",127.068213,37.63595,40121,97,57,58,7,47,25,15,0,9,0,0,0,0,4,18,0,1544.09535901977
1,"학동",127.031593,37.514236,45504,462,461,542,85,67,85,133,9,1,0,1,2,4,2,10,54,2890.90345106566
1,"학여울",127.070549,37.496683,6410,31,28,34,6,40,19,12,0,4,0,1,0,3,3,16,16,4012.37944127427
1,"한강진",127.001736,37.539518,14180,235,104,181,18,20,17,24,4,1,0,0,0,0,1,1,0,2671.39173844581
1,"한남",127.008984,37.529361,8930,200,137,190,37,28,31,55,9,0,0,0,0,0,0,0,0,3052.38927456254
1,"한대앞",126.853656,37.309685,19325,188,135,239,46,62,32,50,7,2,41,0,1,7,5,0,44,1248.46159881388
1,"한성대입구",127.005907,37.588374,33283,407,150,336,42,91,81,43,6,11,0,1,2,2,1,11,80,1728.88130982763
1,"한양대",127.0436832,37.5556003,25015,175,66,98,30,27,12,14,5,5,0,1,2,1,3,6,0,2038.40487664266
